Year,Region,Gender,Category,Attribute,Value
1/1/2010,WEST REGION,,language_spoken_at_home,eng_mly,0
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_7000_to_7999,24100
1/1/2020,WEST REGION,female,age_group,age_60_64,32480
1/1/2020,NORTH REGION,,industry,other_services_industries,
1/1/2020,WEST REGION,,industry,public_admin_education,69216
1/1/2020,CENTRAL REGION,,income_from_work,sgd_4000_to_4999,37967
1/1/2020,NORTH REGION,male,age_group,age_10_14,16400
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,english,121939
1/1/2015,EAST REGION,female,age_group,age_25_29,24650
1/1/2010,EAST REGION,,income_from_work,below_sgd_1000,37481
1/1/2000,NORTH REGION,,religion,no_religion,35956
1/1/2000,NORTH REGION,,household_income,sgd_6000_to_6999,7673
1/1/2020,CENTRAL REGION,,household_income,sgd_2000_to_2999,16384
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,malay,48563
1/1/2015,NORTH REGION,female,age_group,age_65_69,9350
1/1/2000,NORTH REGION,female,economic_status,unemployed,5825
1/1/2020,EAST REGION,male,age_group,age_50_54,24380
1/1/2010,NORTH REGION,female,ethnic_distribution,malays,51253
1/1/2000,WEST REGION,,language_spoken_at_home,malay,117492
1/1/2010,CENTRAL REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,EAST REGION,,household_income,sgd_1000_to_1999,12100
1/1/2015,EAST REGION,,income_from_work,sgd_7000_to_7999,15900
1/1/2000,NORTH REGION,,household_structure,tfn_1to2_gen,1728
1/1/2020,NORTH REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,742
1/1/2015,WEST REGION,female,economic_status,employed,224200
1/1/2000,WEST REGION,male,ethnic_distribution,malays,60937
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,others,5441
1/1/2010,WEST REGION,male,economic_status,unemployed,10534
1/1/2010,CENTRAL REGION,,industry,others,4885
1/1/2020,CENTRAL REGION,,language_spoken_at_home,eng_chn_dlt,39515
1/1/2010,NORTH-EAST REGION,female,age_group,age_10_14,22230
1/1/2020,NORTH-EAST REGION,,dwelling_type_population,landed_properties,76010
1/1/2010,CENTRAL REGION,,education_attending,prof_qualification_diploma,3153
1/1/2000,NORTH-EAST REGION,,language_literate,l1_mal,6352
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,no_transport_required,37600
1/1/2020,WEST REGION,,dwelling_type_population,others,5170
1/1/2010,NORTH-EAST REGION,,religion,taoism,79228
1/1/2000,EAST REGION,,industry,transport_communications,44822
1/1/2000,NORTH-EAST REGION,male,age_group,age_40_44,28120
1/1/2010,NORTH REGION,female,marital_status,widowed,13968
1/1/2010,NORTH REGION,male,ethnic_distribution,others,7234
1/1/2020,NORTH-EAST REGION,female,age_group,age_0_4,24710
1/1/2010,EAST REGION,,income_from_work,sgd_1000_to_1499,29653
1/1/2015,WEST REGION,,dwelling_type_household,others,600
1/1/2010,WEST REGION,,language_spoken_at_home,mly_eng,0
1/1/2010,WEST REGION,,household_income,sgd_9000_to_9999,12356
1/1/2000,NORTH-EAST REGION,,household_size,,
1/1/2015,NORTH REGION,,mode_of_transport_work,pvt_chartered_bus_van,0
1/1/2010,CENTRAL REGION,,household_income,sgd_8000_over,
1/1/2015,NORTH-EAST REGION,,household_size,person2,56000
1/1/2010,EAST REGION,,language_literate,,
1/1/2000,EAST REGION,,dwelling_type_household,hdb_5_room_and_executive_flats,49413
1/1/2015,NORTH REGION,female,ethnic_distribution,indian,26870
1/1/2015,NORTH-EAST REGION,male,ethnic_distribution,indian,34940
1/1/2015,CENTRAL REGION,female,age_group,age_35_39,38760
1/1/2000,EAST REGION,,education_attending,post_secondary,8921
1/1/2015,EAST REGION,,household_income,sgd_8000_to_8999,10800
1/1/2000,CENTRAL REGION,,household_income,sgd_2000_to_2999,29462
1/1/2000,WEST REGION,,household_size,person6,16965
1/1/2020,CENTRAL REGION,,dwelling_type_population,hdb_5_room_and_executive_flats,138790
1/1/2015,NORTH-EAST REGION,,income_from_work,sgd_12000_14999,0
1/1/2000,CENTRAL REGION,male,age_group,age_45_49,36090
1/1/2020,NORTH-EAST REGION,,education_attending,primary,63143
1/1/2010,NORTH REGION,,religion,taoism,43835
1/1/2010,WEST REGION,male,economic_status,employed,265231
1/1/2000,NORTH-EAST REGION,,household_income,sgd_10000_to_10999,
1/1/2015,WEST REGION,,income_from_work,sgd_9000_to_9999,14400
1/1/2020,NORTH REGION,,household_income,sgd_6000_to_6999,11916
1/1/2000,CENTRAL REGION,,language_spoken_at_home,chn_dlt_mand,0
1/1/2015,NORTH REGION,,mode_of_transport_school,others,1400
1/1/2000,CENTRAL REGION,,income_from_work,sgd_4000_to_4999,31846
1/1/2020,WEST REGION,female,age_group,age_70_74,18120
1/1/2015,WEST REGION,,dwelling_type_population,hdb_5_room_and_executive_flats,298250
1/1/2010,EAST REGION,,industry,other_comm_social_personal,10120
1/1/2020,NORTH-EAST REGION,,religion,taoism,74306
1/1/2010,NORTH-EAST REGION,female,age_group,age_25_29,28720
1/1/2010,EAST REGION,,industry,wholesale_retail_trade,55520
1/1/2000,CENTRAL REGION,,language_literate,l2_eng_tam,19094
1/1/2020,NORTH REGION,female,age_group,age_40_44,22210
1/1/2000,CENTRAL REGION,male,marital_status,,
1/1/2015,EAST REGION,male,age_group,age_75_79,5900
1/1/2020,NORTH-EAST REGION,,dwelling_type_household,condominiums_and_other_apartments,39776
1/1/2000,NORTH-EAST REGION,female,age_group,age_15_19,18860
1/1/2010,WEST REGION,female,age_group,age_10_14,30440
1/1/2000,NORTH-EAST REGION,,industry,public_admin_education,0
1/1/2000,CENTRAL REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,0
1/1/2020,WEST REGION,,dwelling_type_population,landed_properties,21360
1/1/2015,CENTRAL REGION,,mode_of_transport_work,mrt,57600
1/1/2000,WEST REGION,,industry,health_social_services,0
1/1/2020,NORTH-EAST REGION,male,economic_status,inactive,89415
1/1/2020,WEST REGION,male,marital_status,married,240818
1/1/2015,EAST REGION,,language_literate,l1_mal,9300
1/1/2010,CENTRAL REGION,male,age_group,age_70_74,16170
1/1/2010,NORTH-EAST REGION,,household_size,person6,14793
1/1/2000,WEST REGION,,industry,construction,21899
1/1/2015,EAST REGION,,household_size,person1,23600
1/1/2015,CENTRAL REGION,,mode_of_transport_school,mrt_bus,31400
1/1/2010,CENTRAL REGION,,dwelling_type_household,hdb_1_and_2_room_flats,37405
1/1/2010,EAST REGION,,household_income,sgd_20000_over,
1/1/2020,NORTH-EAST REGION,male,age_group,age_80_84,5810
1/1/2010,NORTH REGION,,income_from_work,sgd_7000_to_7999,7800
1/1/2020,CENTRAL REGION,,education_attending,primary,51182
1/1/2020,EAST REGION,,language_spoken_at_home,mly_oth_lang,419
1/1/2010,NORTH REGION,,household_income,sgd_1000_to_1999,10941
1/1/2000,CENTRAL REGION,,language_spoken_at_home,eng_mly,0
1/1/2015,NORTH-EAST REGION,,education_attending,university,18300
1/1/2000,CENTRAL REGION,,language_spoken_at_home,tml_oth_lang,0
1/1/2000,EAST REGION,,mode_of_transport_school,taxi_pvt_hire_car_only,0
1/1/2000,NORTH REGION,,household_income,sgd_10000_over,
1/1/2000,NORTH REGION,,language_spoken_at_home,mand_chn_dlt,0
1/1/2010,NORTH REGION,,mode_of_transport_school,no_transport_required,41662
1/1/2015,WEST REGION,female,age_group,age_45_49,36500
1/1/2000,WEST REGION,female,age_group,age_0_4,28040
1/1/2000,WEST REGION,,mode_of_transport_school,bus,55692
1/1/2010,NORTH-EAST REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2020,NORTH-EAST REGION,,tenancy,owner,281258
1/1/2000,EAST REGION,,tenancy,,
1/1/2000,NORTH-EAST REGION,male,age_group,age_45_49,24170
1/1/2010,WEST REGION,,industry,business_services,0
1/1/2020,CENTRAL REGION,male,economic_status,inactive,101792
1/1/2015,WEST REGION,,language_spoken_at_home,mandarin,333100
1/1/2000,NORTH-EAST REGION,,mode_of_transport_work,mrt_lrt_and_bus,0
1/1/2015,NORTH-EAST REGION,,industry,construction,25100
1/1/2000,CENTRAL REGION,,dwelling_type_population,others,19540
1/1/2010,NORTH-EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2010,NORTH REGION,,language_spoken_at_home,oth_ind_lang_eng,0
1/1/2010,CENTRAL REGION,,mode_of_transport_work,mrt_lrt_only,0
1/1/2015,CENTRAL REGION,,tenancy,tenant,47100
1/1/2010,EAST REGION,,household_income,sgd_14000_to_14999,
1/1/2000,CENTRAL REGION,,language_literate,l2_eng_mal,44871
1/1/2000,NORTH REGION,,household_income,no_working_person,
1/1/2000,CENTRAL REGION,,household_structure,ofn_1_gen,29857
1/1/2015,NORTH REGION,,household_income,sgd_5000_to_5999,12100
1/1/2015,CENTRAL REGION,,industry,real_estate_services,14600
1/1/2000,NORTH REGION,,language_spoken_at_home,eng_oth_lang,0
1/1/2015,NORTH REGION,,industry,public_admin_education,39100
1/1/2015,NORTH REGION,,income_from_work,sgd_3000_to_3999,42800
1/1/2020,NORTH-EAST REGION,female,age_group,age_75_79,10800
1/1/2000,WEST REGION,female,ethnic_distribution,,
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,mrt_other,0
1/1/2010,CENTRAL REGION,female,age_group,age_60_64,30500
1/1/2015,WEST REGION,,language_literate,l2_eng_chi,346400
1/1/2020,NORTH-EAST REGION,,household_income,sgd_8000_over,0
1/1/2020,NORTH REGION,,dwelling_type_household,landed_properties,2653
1/1/2000,CENTRAL REGION,,education_attending,polytechnic,11558
1/1/2015,NORTH REGION,,industry,transportation_storage,25300
1/1/2015,NORTH-EAST REGION,female,age_group,age_55_59,31090
1/1/2010,NORTH REGION,male,ethnic_distribution,chinese,164538
1/1/2015,CENTRAL REGION,,industry,information_communications,20900
1/1/2020,EAST REGION,,mode_of_transport_work,no_transport_required,35549
1/1/2010,NORTH-EAST REGION,,income_from_work,sgd_15000_over,0
1/1/2000,NORTH-EAST REGION,,household_income,sgd_20000_over,
1/1/2000,WEST REGION,,tenancy,owner,200291
1/1/2010,NORTH REGION,,industry,,
1/1/2020,EAST REGION,,household_structure,ofn_2_gen,118254
1/1/2000,NORTH-EAST REGION,,income_from_work,sgd_7000_to_7999,
1/1/2015,NORTH-EAST REGION,,household_structure,ofn_1_gen,37400
1/1/2020,WEST REGION,,industry,arts_entertainment_recreation,7390
1/1/2010,NORTH REGION,,household_structure,ofn_2_gen,87637
1/1/2015,WEST REGION,,language_spoken_at_home,malay,107400
1/1/2000,EAST REGION,,household_income,sgd_1000_to_1999,18350
1/1/2000,EAST REGION,,income_from_work,sgd_7000_to_7999,
1/1/2000,CENTRAL REGION,,tenancy,tenant,39087
1/1/2020,EAST REGION,,industry,real_estate_services,9141
1/1/2020,EAST REGION,male,ethnic_distribution,chinese,229990
1/1/2010,CENTRAL REGION,,dwelling_type_household,hdb_4_room_flats,65568
1/1/2000,CENTRAL REGION,,language_literate,l3_eng_chi_mal,6151
1/1/2015,CENTRAL REGION,male,age_group,age_55_59,35920
1/1/2000,CENTRAL REGION,,religion,,
1/1/2015,WEST REGION,,mode_of_transport_school,mrt,12000
1/1/2000,EAST REGION,,industry,admin_support_services,0
1/1/2010,CENTRAL REGION,female,age_group,age_65_69,20430
1/1/2010,EAST REGION,,mode_of_transport_school,others,8345
1/1/2015,WEST REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,WEST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2020,EAST REGION,,mode_of_transport_school,pvt_chartered_bus_van,8389
1/1/2015,CENTRAL REGION,female,ethnic_distribution,malays,34700
1/1/2010,EAST REGION,,religion,islam,124339
1/1/2000,NORTH-EAST REGION,,mode_of_transport_work,taxi,2661
1/1/2000,EAST REGION,,language_spoken_at_home,tamil,7920
1/1/2020,CENTRAL REGION,male,age_group,age_20_24,22710
1/1/2020,EAST REGION,female,ethnic_distribution,others,13410
1/1/2000,WEST REGION,female,age_group,age_15_19,24750
1/1/2010,CENTRAL REGION,,religion,buddhism,252989
1/1/2020,EAST REGION,,household_income,sgd_12000_to_12999,7699
1/1/2000,WEST REGION,male,age_group,age_80_84,1300
1/1/2010,CENTRAL REGION,,language_spoken_at_home,eng_oth_ind_lang,0
1/1/2010,NORTH-EAST REGION,,household_size,person_more_8,3378
1/1/2000,CENTRAL REGION,,dwelling_type_population,condominiums_and_other_apartments,102140
1/1/2000,CENTRAL REGION,,industry,construction,20651
1/1/2015,WEST REGION,,mode_of_transport_school,mrt_bus,38300
1/1/2020,EAST REGION,,household_income,total,226034
1/1/2000,NORTH REGION,male,marital_status,married,99054
1/1/2020,NORTH REGION,,industry,health_social_services,22314
1/1/2010,WEST REGION,male,age_group,age_70_74,7820
1/1/2000,NORTH-EAST REGION,,household_structure,tfn_1to2_gen,2357
1/1/2010,WEST REGION,,dwelling_type_household,hdb_1_and_2_room_flats,2735
1/1/2010,EAST REGION,,dwelling_type_population,condominiums_and_other_apartments,77520
1/1/2015,EAST REGION,,language_spoken_at_home,english,269700
1/1/2010,CENTRAL REGION,,household_size,person3,60810
1/1/2015,WEST REGION,male,age_group,age_15_19,31300
1/1/2000,EAST REGION,,language_spoken_at_home,eng_tml,0
1/1/2015,WEST REGION,female,economic_status,inactive,157500
1/1/2000,WEST REGION,,mode_of_transport_school,mrt_lrt_only,0
1/1/2015,CENTRAL REGION,,mode_of_transport_work,other_combi_mrt_or_bus,17000
1/1/2015,WEST REGION,,education_attending,university,21500
1/1/2010,CENTRAL REGION,,mode_of_transport_work,pvt_chartered_bus,8643
1/1/2015,WEST REGION,female,age_group,age_80_84,5260
1/1/2010,WEST REGION,male,age_group,age_75_79,4820
1/1/2020,WEST REGION,,income_from_work,sgd_10000_to_10999,14454
1/1/2010,NORTH REGION,,language_literate,l2_eng_tam,18738
1/1/2020,EAST REGION,,mode_of_transport_school,mrt_lrt_and_bus,27386
1/1/2000,EAST REGION,,mode_of_transport_work,motorcycle_scooter,15116
1/1/2015,WEST REGION,,industry,other_comm_social_personal,15600
1/1/2000,WEST REGION,,mode_of_transport_school,mrt_other,0
1/1/2000,NORTH-EAST REGION,,industry,hotels_restaurants,15877
1/1/2020,CENTRAL REGION,,household_income,sgd_8000_over,0
1/1/2015,CENTRAL REGION,,dwelling_type_household,landed_properties,21500
1/1/2020,WEST REGION,,education_attending,secondary,42368
1/1/2015,CENTRAL REGION,,household_income,sgd_2000_to_2999,18400
1/1/2000,EAST REGION,,industry,manufacturing,47103
1/1/2010,CENTRAL REGION,,mode_of_transport_school,,
1/1/2010,NORTH REGION,,industry,admin_support_services,12745
1/1/2000,NORTH-EAST REGION,male,age_group,age_20_24,19550
1/1/2000,NORTH REGION,,mode_of_transport_school,others,2958
1/1/2015,CENTRAL REGION,,income_from_work,sgd_4000_to_4999,41500
1/1/2000,EAST REGION,,language_literate,l3_eng_mal_tam,888
1/1/2000,WEST REGION,female,marital_status,,
1/1/2000,CENTRAL REGION,,mode_of_transport_work,lorry_pickup,5919
1/1/2000,NORTH REGION,,religion,buddhism,123388
1/1/2000,WEST REGION,,income_from_work,sgd_9000_to_9999,
1/1/2000,NORTH REGION,female,age_group,age_75_79,1630
1/1/2000,NORTH-EAST REGION,,language_spoken_at_home,tml_oth_lang,0
1/1/2020,NORTH REGION,,language_literate,l3_other_three,
1/1/2010,CENTRAL REGION,,language_literate,l3_eng_mal_tam,3799
1/1/2015,WEST REGION,,language_spoken_at_home,eng_mly,0
1/1/2000,NORTH REGION,male,age_group,total,201620
1/1/2010,WEST REGION,,dwelling_type_population,hdb_5_room_and_executive_flats,303120
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,bus,74100
1/1/2010,EAST REGION,,mode_of_transport_work,lorry_pickup,5962
1/1/2010,NORTH-EAST REGION,,household_income,sgd_11000_to_11999,
1/1/2000,NORTH-EAST REGION,,household_structure,ofn_3_more_gen,10358
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,mandarin,292100
1/1/2020,EAST REGION,,mode_of_transport_work,taxi,0
1/1/2020,NORTH-EAST REGION,,dwelling_type_population,total,930910
1/1/2020,NORTH-EAST REGION,,household_income,sgd_10000_to_10999,13260
1/1/2010,WEST REGION,,household_income,sgd_8000_over,
1/1/2000,EAST REGION,male,ethnic_distribution,,
1/1/2010,EAST REGION,female,age_group,age_50_54,29460
1/1/2020,NORTH REGION,male,ethnic_distribution,malays,61250
1/1/2020,WEST REGION,,household_structure,tfn_1to2_gen,4204
1/1/2000,NORTH-EAST REGION,,household_income,sgd_3000_to_3999,19989
1/1/2015,NORTH-EAST REGION,female,age_group,age_30_34,38110
1/1/2000,CENTRAL REGION,,language_spoken_at_home,mandarin,225973
1/1/2015,WEST REGION,,dwelling_type_population,others,4500
1/1/2015,EAST REGION,,language_spoken_at_home,eng_chn_dlt,0
1/1/2010,NORTH REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2000,EAST REGION,,household_income,sgd_17500_to_19999,
1/1/2000,CENTRAL REGION,,language_literate,l1_mal,11960
1/1/2000,NORTH REGION,,dwelling_type_household,landed_properties,487
1/1/2010,NORTH-EAST REGION,female,age_group,age_45_49,31060
1/1/2000,EAST REGION,,mode_of_transport_work,mrt,26079
1/1/2020,NORTH-EAST REGION,,mode_of_transport_work,mrt_bus,0
1/1/2000,EAST REGION,,mode_of_transport_work,no_transport_required,15296
1/1/2015,EAST REGION,,industry,business_services,0
1/1/2020,NORTH-EAST REGION,,household_income,sgd_3000_to_3999,16891
1/1/2020,WEST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,1844
1/1/2015,CENTRAL REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2015,EAST REGION,,mode_of_transport_work,other_combi_mrt_lrt_or_bus,0
1/1/2015,NORTH REGION,female,economic_status,employed,137200
1/1/2000,WEST REGION,,household_structure,tfn_1to2_gen,3339
1/1/2000,EAST REGION,,religion,hinduism,11713
1/1/2010,NORTH-EAST REGION,male,age_group,age_20_24,23920
1/1/2000,NORTH REGION,male,ethnic_distribution,malays,36841
1/1/2020,EAST REGION,,language_spoken_at_home,others,0
1/1/2015,CENTRAL REGION,,language_spoken_at_home,oth_ind_lang_oth_lang,0
1/1/2010,CENTRAL REGION,,household_size,person7,6197
1/1/2000,EAST REGION,,income_from_work,sgd_2500_to_2999,28683
1/1/2010,NORTH REGION,male,economic_status,unemployed,5823
1/1/2010,WEST REGION,,language_spoken_at_home,tml_eng,0
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,mly_oth_lang,0
1/1/2010,EAST REGION,male,age_group,total,340890
1/1/2000,EAST REGION,female,age_group,age_65_69,8350
1/1/2010,NORTH REGION,,language_spoken_at_home,mand_oth_lang,0
1/1/2000,NORTH REGION,,household_size,person1,5223
1/1/2015,NORTH REGION,,mode_of_transport_work,taxi_pvt_hire_car_only,0
1/1/2000,CENTRAL REGION,,language_spoken_at_home,malay,58731
1/1/2015,EAST REGION,female,economic_status,unemployed,9000
1/1/2010,EAST REGION,,industry,financial_insurance_services,27179
1/1/2015,CENTRAL REGION,,mode_of_transport_work,bus,85600
1/1/2010,NORTH-EAST REGION,,household_income,below_sgd_1000,6481
1/1/2015,EAST REGION,,language_spoken_at_home,mly_eng,0
1/1/2000,EAST REGION,,language_spoken_at_home,chinese_dialects,107395
1/1/2010,EAST REGION,,dwelling_type_household,others,832
1/1/2015,NORTH-EAST REGION,,mode_of_transport_school,other_combi_mrt_lrt_or_bus,0
1/1/2010,CENTRAL REGION,,household_structure,tfn_3_more_gen,11418
1/1/2015,NORTH REGION,,household_size,person5,22700
1/1/2020,EAST REGION,female,age_group,age_35_39,23850
1/1/2015,NORTH-EAST REGION,,mode_of_transport_work,mrt_car,0
1/1/2015,EAST REGION,,household_income,sgd_9000_to_9999,10600
1/1/2020,NORTH-EAST REGION,,household_size,person4,65977
1/1/2015,WEST REGION,,income_from_work,sgd_1000_to_1499,42300
1/1/2010,NORTH-EAST REGION,male,age_group,age_25_29,25500
1/1/2010,NORTH-EAST REGION,,religion,other_religions,2119
1/1/2000,NORTH REGION,male,age_group,age_25_29,16310
1/1/2010,NORTH REGION,,language_literate,l1_chi,64113
1/1/2010,EAST REGION,,mode_of_transport_school,other_combi_mrt_or_bus,0
1/1/2000,EAST REGION,,language_spoken_at_home,,
1/1/2015,EAST REGION,,mode_of_transport_school,pvt_chartered_bus,11800
1/1/2000,WEST REGION,,religion,taoism,51098
1/1/2000,NORTH-EAST REGION,,household_income,sgd_4000_to_4999,16121
1/1/2015,CENTRAL REGION,,household_structure,tfn_3_more_gen,
1/1/2015,NORTH-EAST REGION,,language_spoken_at_home,oth_lang_oth_non_eng_lang,0
1/1/2020,NORTH-EAST REGION,,language_literate,l1_non_off,1497
1/1/2015,EAST REGION,,industry,financial_insurance_services,33100
1/1/2010,NORTH-EAST REGION,,mode_of_transport_work,mrt_car,3451
1/1/2010,CENTRAL REGION,,dwelling_type_population,hdb_1_and_2_room_flats,77730
1/1/2020,EAST REGION,,mode_of_transport_work,other_combi_mrt_or_bus,0
1/1/2015,NORTH-EAST REGION,,household_income,below_sgd_1000,5300
1/1/2000,NORTH REGION,,mode_of_transport_work,mrt_other,0
1/1/2015,EAST REGION,,education_attending,pre_primary,8300
